stim_duration
1655.0
2399.0
1318.0
1783.0
1113.0
2059.0
1696.0
2368.0
2140.0
1301.0
2029.0
1605.0
1758.0
1134.0
1630.0
1177.0
1386.0
2248.0
1753.0
1364.0
849.0
1296.0
1673.0
1149.0
1194.0
1305.0
1227.0
2978.0
2463.0
1607.0
3166.0
1954.0
