stim_duration
1513.0
2153.0
1703.0
1499.0
1691.0
3290.0
3466.0
2171.0
1060.0
1556.0
1914.0
4000.0
2758.0
1347.0
1497.0
1978.0
1186.0
1907.0
825.0
1349.0
1925.0
1465.0
