stim_duration
1737.0
1370.0
1404.0
1695.0
1120.0
1591.0
956.0
1397.0
1163.0
1600.0
1038.0
1353.0
1613.0
1605.0
1184.0
1436.0
2103.0
1135.0
1314.0
1031.0
1401.0
1648.0
1938.0
2074.0
1870.0
2002.0
1706.0
1721.0
3475.0
1946.0
1390.0
1424.0
1779.0
3021.0
1436.0
936.0
1971.0
1947.0
1534.0
1993.0
2248.0
1142.0
2619.0
1320.0
1470.0
806.0
1693.0
2013.0
1714.0
2413.0
1528.0
1672.0
1087.0
972.0
819.0
705.0
1182.0
1346.0
2177.0
