stim_duration
1511.0
1166.0
2029.0
1947.0
2482.0
1572.0
1605.0
1540.0
1553.0
1470.0
1135.0
1806.0
1789.0
3001.0
2020.0
1753.0
1282.0
2185.0
849.0
1296.0
1732.0
1673.0
1798.0
1357.0
2942.0
1207.0
1885.0
2199.0
2527.0
1421.0
4000.0
1291.0
1626.0
1997.0
1592.0
2416.0
1824.0
1954.0
1217.0
2602.0
2445.0
1511.0
1680.0
2782.0
3047.0
