stim_duration
1563.0
2244.0
1658.0
1958.0
3205.0
2619.0
1813.0
1300.0
1583.0
1835.0
1440.0
1775.0
1736.0
1907.0
825.0
1601.0
1179.0
2539.0
2173.0
1390.0
1465.0
1321.0
3740.0
426.0
1521.0
792.0
1479.0
663.0
601.0
446.0
328.0
355.0
313.0
334.0
2245.0
1194.0
788.0
