stim_duration
4011.0
2946.0
1111.0
2009.0
1281.0
1769.0
1159.0
1556.0
2547.0
1320.0
1214.0
1037.0
1327.0
2403.0
1116.0
4000.0
1958.0
3529.0
1929.0
1300.0
1583.0
1324.0
1440.0
2621.0
1775.0
1186.0
1469.0
1601.0
1904.0
1563.0
1448.0
1368.0
1925.0
2537.0
1476.0
1613.0
1321.0
1388.0
1703.0
876.0
577.0
622.0
554.0
658.0
2006.0
1129.0
1852.0
1360.0
1398.0
757.0
792.0
2897.0
1265.0
1016.0
814.0
601.0
554.0
405.0
376.0
355.0
1067.0
1500.0
448.0
1128.0
866.0
875.0
1037.0
