stim_duration
3287.0
3290.0
4000.0
1524.0
1556.0
3596.0
2197.0
1587.0
2071.0
2760.0
3059.0
4000.0
1838.0
2758.0
3019.0
3132.0
1243.0
1904.0
1925.0
277.0
