"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","mouse_click","stim_duration","exp_stage","stim","coded_response","trial_num","reference","stim_rating","reference_rating","responses","credit_var"
"<div class = centerbox><p class = ""center-block-text"">Welcome to the experiment. This task will take around 15 minutes. Press <strong>enter</strong> to begin.</p></div>","6306","13","6306","0","instruction","poldrack-text","0","6306","0.0-0.0-0.0","dietary_decision","true","1","","","","","","","","","","","",""
"","13012","","","","instruction","poldrack-instructions","1","19318","0.0-0.0-1.0","dietary_decision","true","0","[{""page_index"":0,""viewing_time"":13011}]","","","","","","","","","","",""
"<div class = centerbox><p class = ""center-block-text"">In the next block of trials, rate the tastiness of each food item without regard for its healthiness. Press <strong>enter</strong> to begin.</p></div>","6810","13","6810","500","start_taste","poldrack-text","2","27132","0.0-1.0","dietary_decision","true","0","","","","","","","","","","","",""
"","3800","","3800","500","stim","single-stim-button","3","31440","0.0-2.0","dietary_decision","true","0","","Very_Good","3800","taste_rating","uToberlorone","2","0","","","","",""
"","2313","","2313","500","stim","single-stim-button","4","34258","0.0-3.0","dietary_decision","true","0","","Good","2313","taste_rating","orange","1","1","","","","",""
"","3146","","3146","500","stim","single-stim-button","5","37909","0.0-4.0","dietary_decision","true","0","","Very_Good","3146","taste_rating","redgrapes","2","2","","","","",""
"","-1","","4000","500","stim","single-stim-button","6","42475","0.0-5.0","dietary_decision","true","0","","-1","4000","taste_rating","cookies","NaN","3","","","","",""
"","1048","","1048","500","stim","single-stim-button","7","44023","0.0-6.0","dietary_decision","true","0","","Good","1048","taste_rating","brocollincauliflower","1","4","","","","",""
"","2574","","2574","500","stim","single-stim-button","8","47107","0.0-7.0","dietary_decision","true","0","","Very_Good","2574","taste_rating","keeblerfudgestripes","2","5","","","","",""
"","2155","","2155","500","stim","single-stim-button","9","49765","0.0-8.0","dietary_decision","true","0","","Neutral","2155","taste_rating","wwbrownie","0","6","","","","",""
"","1813","","1813","500","stim","single-stim-button","10","52081","0.0-9.0","dietary_decision","true","0","","Very_Good","1813","taste_rating","KitKat","2","7","","","","",""
"","3368","","3368","500","stim","single-stim-button","11","55983","0.0-10.0","dietary_decision","true","0","","Neutral","3368","taste_rating","RiceKrispyTreat","0","8","","","","",""
"","-1","","4000","500","stim","single-stim-button","12","60522","0.0-11.0","dietary_decision","true","0","","-1","4000","taste_rating","cookiencream","NaN","9","","","","",""
"","3361","","3361","500","stim","single-stim-button","13","64384","0.0-12.0","dietary_decision","true","0","","Very_Good","3361","taste_rating","Oreos","2","10","","","","",""
"","3082","","3082","500","stim","single-stim-button","14","67978","0.0-13.0","dietary_decision","true","0","","Good","3082","taste_rating","FamousAmos","1","11","","","","",""
"","3036","","3036","500","stim","single-stim-button","15","71522","0.0-14.0","dietary_decision","true","0","","Neutral","3036","taste_rating","Lindt","0","12","","","","",""
"","-1","","4000","500","stim","single-stim-button","16","76039","0.0-15.0","dietary_decision","true","0","","-1","4000","taste_rating","grannysmith","NaN","13","","","","",""
"","1835","","1835","500","stim","single-stim-button","17","78376","0.0-16.0","dietary_decision","true","0","","Neutral","1835","taste_rating","Doritosranch","0","14","","","","",""
"","1268","","1268","500","stim","single-stim-button","18","80159","0.0-17.0","dietary_decision","true","0","","Neutral","1268","taste_rating","FlamingCheetos","0","15","","","","",""
"","3007","","3007","500","stim","single-stim-button","19","83669","0.0-18.0","dietary_decision","true","0","","Neutral","3007","taste_rating","Reeses","0","16","","","","",""
"","-1","","4000","500","stim","single-stim-button","20","88383","0.0-19.0","dietary_decision","true","0","","-1","4000","taste_rating","Ghiradelli","NaN","17","","","","",""
