text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,internal_node_id,exp_id,full_screen,focus_shifts,view_history,mouse_click,stim_duration,exp_stage,stim,coded_response,trial_num,reference,stim_rating,reference_rating,responses,credit_var
"<div class = centerbox><p class = ""center-block-text"">Welcome to the experiment. This task will take around 15 minutes. Press <strong>enter</strong> to begin.</p></div>",2955.0,13.0,2955.0,0.0,instruction,poldrack-text,0,2956,0.0-0.0-0.0,dietary_decision,True,0,,,,,,,,,,,,
,20353.0,,,,instruction,poldrack-instructions,1,23309,0.0-0.0-1.0,dietary_decision,True,0,"[{""page_index"":0,""viewing_time"":20353}]",,,,,,,,,,,
"<div class = centerbox><p class = ""center-block-text"">In the next block of trials, rate the healthiness of each food item without regard for its taste. Press <strong>enter</strong> to begin.</p></div>",14836.0,13.0,14836.0,500.0,start_health,poldrack-text,2,39149,0.0-1.0,dietary_decision,True,0,,,,,,,,,,,,
,-1.0,,4000.0,500.0,stim,single-stim-button,3,43656,0.0-2.0,dietary_decision,True,0,,-1,4000.0,health_rating,HoHo,,0.0,,,,,
,2087.0,,2087.0,500.0,stim,single-stim-button,4,46245,0.0-3.0,dietary_decision,True,0,,Unhealthy,2087.0,health_rating,RiceKrispyTreat,-1.0,1.0,,,,,
,2842.0,,2842.0,500.0,stim,single-stim-button,5,49589,0.0-4.0,dietary_decision,True,0,,Neutral,2842.0,health_rating,reddelicious,0.0,2.0,,,,,
,-1.0,,4000.0,500.0,stim,single-stim-button,6,54094,0.0-5.0,dietary_decision,True,0,,-1,4000.0,health_rating,Ghiradelli,,3.0,,,,,
,2093.0,,2093.0,500.0,stim,single-stim-button,7,56689,0.0-6.0,dietary_decision,True,0,,Unhealthy,2093.0,health_rating,cookies,-1.0,4.0,,,,,
,1271.0,,1271.0,500.0,stim,single-stim-button,8,58462,0.0-7.0,dietary_decision,True,0,,Very_Unhealthy,1271.0,health_rating,keeblerrainbow,-2.0,5.0,,,,,
,2354.0,,2354.0,500.0,stim,single-stim-button,9,61317,0.0-8.0,dietary_decision,True,0,,Very_Unhealthy,2354.0,health_rating,raisins,-2.0,6.0,,,,,
,3562.0,,3562.0,500.0,stim,single-stim-button,10,65381,0.0-9.0,dietary_decision,True,0,,Healthy,3562.0,health_rating,carrots,1.0,7.0,,,,,
,1316.0,,1316.0,500.0,stim,single-stim-button,11,67198,0.0-10.0,dietary_decision,True,0,,Neutral,1316.0,health_rating,grannysmith,0.0,8.0,,,,,
,1949.0,,1949.0,500.0,stim,single-stim-button,12,69648,0.0-11.0,dietary_decision,True,0,,Unhealthy,1949.0,health_rating,butterfinger,-1.0,9.0,,,,,
